,Temperature,RH,Ws,Rain,FFMC,DMC,DC,ISI,BUILD_UP_INDEX,fireweather_index,Classes
265,17.79,64.7,16.11,2.8,57.82,0.7,199.99,0.01,1.387855655794587,0.03329805727628728,0
266,31.5,72.7,10.0,0.0,67.34,21.75,154.35,1.71,32.16780452748832,232.73475718448978,0
267,29.2,30.0,4.9,0.0,94.5,139.4,689.1,20.0,185.15909791827292,21488.48912436226,1
268,32.3,73.31,8.02,0.0,57.23,10.91,150.23,1.29,18.4671902199938,91.18740370807807,0
269,26.46,49.86,11.25,0.0,96.2,127.07,137.05,7.86,76.5954961790093,2979.003934107575,1
270,11.21,52.97,12.7,0.0,85.97,83.59,381.87,6.45,108.05037971041473,3669.4348681067054,1
271,22.47,77.41,12.46,3.35,69.07,14.16,272.21,1.32,25.060912194011898,133.79690249274944,0
272,36.19,47.27,14.02,2.21,82.1,10.93,6.9,2.1,4.407129291453616,27.353734090599712,0
273,14.7,59.0,5.8,0.0,90.2,96.9,624.2,8.9,139.615626983669,6852.136861423349,1
274,29.0,75.0,16.0,0.0,80.8,3.4,24.0,2.8,5.021538461538461,42.5467260047592,1
275,30.85,77.52,16.55,0.0,63.47,0.7,6.9,1.41,1.1167630057803468,3.632623879792358,0
276,15.9,55.0,3.6,0.0,92.5,122.0,789.7,10.2,176.0179044487074,10323.320598129101,1
277,14.45,23.31,11.0,0.0,88.26,163.66,622.53,9.69,197.50942113833744,11235.789120188398,1
278,26.78,59.2,18.17,0.0,78.69,9.19,6.9,3.0,4.245087866108787,37.38636352289554,0
279,28.14,59.0,22.42,0.0,75.75,18.57,111.13,0.97,26.196364444162356,103.60034345178984,0
280,20.51,65.82,14.83,2.17,82.1,29.2,6.9,0.0,5.043304130162704,0.0,0
281,16.4,43.0,4.0,0.0,92.2,81.8,480.8,11.9,114.78021304538157,7270.48003318158,1
282,37.38,64.82,13.61,1.27,68.7,7.05,83.34,0.86,11.638627247065815,35.24994609009973,0
283,15.59,56.61,0.4,0.0,94.57,100.82,756.31,8.05,151.23799873061208,6811.241872232576,1
284,16.01,33.95,5.11,0.2,95.19,67.21,860.6,9.19,112.46260979462875,5481.178157066882,1
285,31.93,63.4,20.13,0.0,73.96,37.04,119.97,0.37,41.8091809756786,68.62222421204261,0
286,17.66,54.69,5.7,0.0,88.69,11.02,851.0,10.92,21.348858915258095,916.0246123113524,1
287,34.7,49.72,9.56,2.97,65.68,0.7,60.42,2.29,1.360591925365932,7.448741078522618,0
288,28.11,97.54,13.41,0.0,72.97,16.34,6.9,0.88,4.72234554973822,12.436458502596215,0
289,13.5,23.28,0.4,0.16,86.73,72.21,448.79,9.79,102.99174785282412,5263.080344553641,1
290,39.0,61.67,17.13,3.04,75.95,7.97,78.03,1.43,12.697648920422642,64.95964361802366,0
291,35.0,56.0,14.0,0.0,89.0,29.4,115.6,7.5,35.945425700687466,1163.7287253276154,1
292,26.32,61.18,7.72,0.0,90.3,186.36,556.98,4.95,202.95399812294698,5926.881282021026,1
293,31.21,56.05,18.22,0.0,72.75,0.7,119.57,1.36,1.3798054731289149,4.497543752085573,0
294,28.64,67.69,6.24,9.84,64.03,9.79,143.54,1.38,16.72775168883731,86.79745071162466,0
295,4.6,59.0,0.9,0.0,79.5,3.6,15.3,1.8,4.533333333333333,24.240675289996375,0
296,23.13,65.35,18.6,2.6,62.53,0.7,134.5,1.73,1.3820183486238529,5.7319730748306155,0
297,36.96,59.07,4.29,0.04,83.14,246.38,360.58,2.75,181.94976170726966,2894.306549207093,1
298,20.87,52.97,2.06,0.04,88.08,96.78,517.19,7.53,131.8693474194483,5419.593256904835,1
299,20.6,59.0,0.9,0.0,91.8,170.9,692.3,13.7,211.36004644723323,17208.693213785627,1
300,36.0,81.0,15.0,0.0,83.7,34.4,107.0,3.8,38.14300518134715,632.40684673471,1
301,16.69,16.85,8.74,0.72,88.07,182.75,674.53,6.64,217.90668681860166,8646.373745690802,1
302,25.27,41.12,7.84,0.26,88.69,161.69,353.88,1.9,150.9523277118605,1604.0382570016238,1
303,31.73,73.22,8.78,5.96,74.98,0.7,257.62,0.21,1.3905540347765737,0.7008644119302703,0
304,35.12,69.49,24.57,4.32,60.25,3.62,78.45,0.93,6.491177142857144,19.13369492589705,0
305,34.21,64.42,4.73,0.0,90.86,3.0,571.82,6.58,5.92232272319271,121.4847121881512,1
306,17.6,52.0,5.8,0.0,93.5,139.4,594.2,20.3,175.7324281319614,20506.102205924857,1
307,27.64,37.53,7.34,0.0,91.77,158.06,716.83,9.69,203.78451015306032,11658.386709870478,1
308,28.14,49.95,11.88,0.94,87.45,66.11,199.74,16.6,72.3521575825651,5882.171412262968,1
309,21.23,50.52,15.38,0.79,95.07,3.0,297.78,8.46,5.852594339622643,154.02603173919948,1
310,32.88,57.82,11.17,4.68,63.28,0.7,6.9,1.23,1.1167630057803468,3.1688846610954613,0
311,28.6,40.15,8.87,0.09,88.15,70.65,581.18,13.63,108.3665771537533,7780.9643043409005,1
312,16.27,68.79,0.4,0.0,95.8,8.27,488.53,6.51,15.868434520477997,384.74391636446154,1
313,26.32,59.94,0.85,0.0,86.98,3.0,544.8,1.9,5.918522542096688,35.052601999075165,1
314,14.53,40.22,9.13,0.45,91.29,101.03,229.44,9.21,96.1809205107725,4567.102373421455,1
315,24.36,22.36,11.14,0.08,90.24,100.13,712.05,4.7,148.1700303935576,3881.694540005089,1
316,32.26,67.88,11.28,4.25,57.76,2.47,6.9,1.82,2.6069598470363293,12.755396213853036,0
317,20.48,60.08,8.52,2.27,63.99,12.22,6.9,1.58,4.502963951935915,21.109758181967127,0
318,24.13,48.82,3.85,0.09,94.04,3.0,374.53,9.99,5.882208203544225,182.9687107815931,1
319,20.8,33.0,2.7,0.0,90.2,99.6,631.2,6.3,142.84826175869122,4983.238113844993,1
320,30.09,68.01,12.09,3.48,57.95,0.7,6.9,1.65,1.1167630057803468,4.250942838054887,0
321,20.94,60.44,6.17,0.0,81.27,10.14,6.9,1.71,4.338976744186047,21.867714439549243,0
322,26.51,60.62,2.62,0.71,88.48,183.34,638.46,13.54,213.4467344389639,17206.108138231728,1
323,30.72,54.77,9.08,1.07,95.39,63.77,335.66,12.33,86.47015441792824,5392.3643195731975,1
324,16.11,38.7,10.5,0.0,88.78,90.02,521.66,3.23,125.77796788579235,2198.507881528629,1
325,35.34,67.25,5.65,0.35,92.82,3.0,496.39,12.52,5.9106947944988,230.61761873372313,1
326,26.14,63.62,20.26,0.0,82.1,4.76,6.9,1.47,3.4940425531914894,14.557597032499233,1
327,18.53,53.03,15.63,4.11,74.23,0.7,334.57,1.86,1.392715271170314,6.219047212692733,0
328,33.38,77.72,4.61,4.35,75.57,9.26,187.9,0.47,16.488547737502962,29.06308029403917,0
329,20.99,67.94,8.97,0.04,49.74,11.63,113.77,0.82,18.525606076516503,58.18059280614343,0
330,32.0,66.0,17.0,0.0,85.9,11.2,55.8,5.6,14.915513126491646,307.6300421384015,1
331,20.37,87.47,13.05,0.0,82.1,0.7,165.1,2.37,1.3853161522325437,7.874596079809348,1
332,23.48,59.75,7.04,0.98,88.31,115.49,563.61,7.01,152.736468407375,6000.715629817352,1
333,14.51,42.94,0.4,0.51,94.73,119.39,121.57,14.98,69.10803509147829,5028.318371212252,1
334,22.07,54.19,4.99,0.11,89.97,71.61,542.24,8.98,107.67140066411098,5087.6177055467015,1
335,22.84,62.79,15.25,0.0,89.38,96.34,510.74,14.92,130.93492888409904,10648.656468512132,1
336,39.0,66.68,6.95,1.08,65.54,0.7,27.41,0.9,1.315980795610425,2.814482271109315,0
337,18.7,43.0,2.7,0.0,91.0,129.5,692.6,7.0,176.49766320657255,7107.432510755403,1
338,28.7,33.0,4.0,0.0,95.1,141.3,605.8,17.7,178.5090245555498,18213.666036717143,1
339,16.01,94.2,9.91,0.97,45.84,15.16,6.9,0.78,4.669821428571429,10.878637040741399,0
340,20.74,55.83,0.4,0.3,90.83,126.96,419.22,7.4,144.50916673454427,5933.751233472273,1
341,26.05,44.12,0.4,0.07,89.48,209.43,857.81,1.9,260.10293770382617,3049.0782606608536,1
342,14.24,71.98,11.86,0.73,77.78,10.78,173.32,0.31,18.658706745893042,22.1817716578588,0
343,18.2,82.0,4.5,0.0,93.7,101.3,423.4,14.7,126.77283676937854,10099.084608288966,1
344,19.27,30.93,3.85,0.46,86.3,69.7,274.67,7.07,85.29136148979775,3042.275226421504,1
345,37.0,37.0,13.0,0.0,92.5,27.2,52.4,11.7,23.675747508305648,1108.9403613203212,1
346,30.36,76.06,19.11,2.57,75.5,0.7,38.1,1.27,1.3385194479297362,4.051967255147881,0
347,18.3,67.21,17.32,0.65,70.51,20.32,69.91,2.09,23.536926518101236,196.72236188140099,0
348,34.86,56.22,1.59,3.93,82.1,3.65,6.9,2.32,3.143213728549142,20.277398610343823,0
349,35.15,72.71,12.48,0.0,51.02,17.07,17.34,1.9,9.863994001499625,64.06153591340878,0
350,22.26,46.7,3.05,0.0,45.65,11.95,42.52,1.34,14.03726776711099,68.52250650534029,0
351,5.04,65.39,8.46,1.18,82.04,136.48,656.62,1.9,179.62257240784908,1969.5448152294603,1
352,10.23,51.44,0.4,0.0,89.87,126.22,159.53,11.43,84.7683615391092,4882.833896210575,1
353,35.67,62.77,17.4,1.89,70.52,11.91,6.9,0.63,4.481472392638038,8.369778879794103,0
354,39.0,68.51,13.0,4.8,61.2,0.7,6.9,1.45,1.1167630057803468,3.735677039502779,0
355,21.44,61.91,7.86,0.0,91.49,82.66,35.02,15.46,23.95624777589275,1485.833300209782,1
356,23.13,90.64,5.43,4.95,73.11,0.7,213.37,0.17,1.3886110078095943,0.5664306817101733,0
357,28.63,54.48,13.14,3.2,80.7,0.95,85.35,0.63,1.8485608435451695,2.942501895745215,1
358,19.96,65.15,15.85,0.0,69.55,0.7,6.9,1.3,1.1167630057803468,3.349227690588699,0
359,21.46,64.48,6.83,0.39,92.42,59.97,709.47,12.53,99.01597263190965,6430.21524983866,1
360,30.19,57.3,7.9,0.0,63.65,15.71,11.61,1.85,7.168835609708166,42.79529401583735,0
361,19.12,38.37,10.37,0.36,92.09,66.04,464.34,19.17,97.43585917641077,9652.708731333569,1
362,11.03,57.6,7.11,0.0,72.26,8.46,249.3,2.47,15.596805324459238,143.0329106106651,0
363,22.89,67.92,13.02,1.04,69.53,10.53,116.31,1.01,17.173124408455145,65.5270462383683,0
364,26.42,22.51,9.68,0.0,90.29,168.56,494.27,10.37,181.97418545982723,10915.896357645719,1
365,17.83,51.62,10.94,0.33,92.85,91.79,802.27,7.74,142.7491546845393,6117.250097125447,1
366,42.0,66.69,4.13,0.91,90.66,20.24,860.6,9.81,38.23209833187006,1637.1107822393628,1
367,14.45,73.71,18.59,0.0,90.67,93.29,118.66,11.53,62.91709734714466,3464.368284159041,1
368,27.27,62.35,19.49,0.0,73.25,18.45,185.11,0.99,29.539468506065255,121.84296080613827,0
369,14.88,58.06,10.32,0.42,93.77,160.47,860.6,10.39,218.89874502189375,13602.233386191048,1
370,37.29,71.01,8.74,2.91,58.47,25.26,6.9,1.31,4.97627408993576,19.69414688457995,0
371,28.93,65.43,19.07,0.0,60.05,0.7,161.41,0.0,1.3849840647217453,0.0,0
372,34.63,83.39,21.42,0.6,53.45,0.7,34.63,0.0,1.3326553051126993,0.0,0
373,7.69,30.08,0.88,0.36,93.88,43.15,295.34,9.53,63.21154222933174,2879.2628650044367,1
374,39.86,65.3,4.88,1.02,88.36,84.83,320.6,13.98,102.11291312714134,7439.967071361771,1
375,8.45,55.21,7.87,0.0,93.89,39.83,443.48,11.1,65.05347856110338,3469.260125371254,1
376,19.7,64.06,9.4,0.09,82.1,1.21,128.47,0.49,2.3643286816989235,3.0600957861491795,1
377,32.74,55.13,7.06,0.31,75.9,13.25,81.6,1.02,18.84855088254522,73.86260199273549,0
378,27.64,52.88,7.99,0.0,72.66,23.47,6.9,1.44,4.939168890583302,21.458102611806687,0
379,23.78,49.64,0.4,0.0,92.61,111.11,518.9,13.66,144.7390190479179,10973.953486296201,1
380,31.0,78.0,18.0,0.0,85.8,45.6,190.6,4.7,57.067367038739334,1258.5279568384415,1
381,15.05,15.97,11.01,0.0,94.44,48.86,232.33,9.82,64.04673775671405,3013.2098590769187,1
382,28.74,69.82,15.57,0.21,93.01,3.0,860.6,5.41,5.948162654072112,100.39798868058654,1
383,31.0,68.0,14.0,0.0,85.4,12.1,43.1,4.6,14.21976823449216,238.84089422411336,1
384,2.37,34.02,0.4,0.0,92.13,91.61,860.6,15.76,144.70953952047722,12657.974011136883,1
385,34.6,61.74,15.12,0.0,82.1,0.7,6.9,1.05,1.1167630057803468,2.7051454423985644,0
386,16.6,54.0,5.4,0.0,94.8,108.3,647.1,17.0,152.70671678378818,14549.03121140616,1
387,22.77,68.81,12.94,2.88,53.89,17.56,16.76,0.4,9.70344873062974,13.22789775722983,0
388,22.5,63.41,15.27,0.42,71.98,0.7,52.41,2.69,1.3547636632200886,8.705602806817517,1
389,37.99,63.85,15.89,0.57,40.23,2.68,61.77,0.71,4.835507521542282,10.31841076477082,0
390,9.15,57.64,0.4,0.57,91.54,16.64,860.6,3.84,31.745475504322773,514.5420779726137,1
391,17.48,66.65,6.3,3.3,75.36,18.65,69.37,0.2,22.30700461226777,17.669417317031076,0
392,21.91,48.53,1.47,1.29,96.2,72.31,142.19,1.9,63.67104113448826,578.9689763499753,1
393,26.11,58.05,17.06,0.0,81.09,37.56,27.57,1.48,17.049958014324524,95.20740985079871,0
394,14.32,72.52,0.4,0.94,92.61,237.2,340.72,6.01,173.11139099515916,5964.27181746478,1
395,35.0,59.0,17.0,0.0,88.1,12.0,52.8,7.7,15.304347826086957,436.03889453076437,1
396,34.45,33.1,0.42,0.0,84.19,73.65,283.15,1.9,89.25792092450914,862.6554954295578,1
397,33.0,66.0,14.0,0.0,85.9,7.6,27.9,4.8,9.04221748400853,146.0457710169982,1
398,26.37,43.63,8.89,0.01,94.98,144.77,836.57,6.47,202.10387010375516,7708.561063904734,1
399,18.6,45.24,1.01,0.61,91.95,3.0,766.97,10.45,5.941895748059965,193.68839680030771,1
400,24.37,54.77,1.06,0.74,90.06,111.14,722.68,5.02,160.55221772460595,4557.996157326531,1
401,25.5,39.59,14.48,3.73,78.47,10.74,286.62,2.03,19.640149296583402,154.31633158977084,0
402,25.06,47.98,6.82,0.0,85.97,90.47,460.92,6.81,121.37894294093249,4444.479958177874,1
403,10.74,20.01,0.4,0.15,85.38,160.21,218.59,9.66,113.13020650444587,5801.895009888063,1
404,10.1,62.0,1.8,0.0,85.0,9.0,56.9,3.5,12.899244332493701,161.97621635016756,1
405,15.65,58.16,9.05,1.62,85.99,3.0,85.42,14.5,5.5157124408093,246.14905655104113,1
406,30.47,64.92,7.1,0.26,90.43,211.03,431.22,10.35,189.82234283658133,11451.650954367118,1
407,25.46,58.74,19.09,1.65,52.37,0.7,6.9,0.81,1.1167630057803468,2.0868264841360356,0
408,24.33,93.34,10.99,1.83,67.66,0.7,104.58,0.97,1.376958525345622,3.199995204435447,0
409,5.57,44.65,6.51,0.28,93.75,80.48,811.39,10.98,128.97750757957314,7698.501179813766,1
410,30.05,37.91,7.24,0.0,90.7,77.29,858.96,7.92,126.19267220118134,5411.756615687842,1
411,31.63,47.28,2.74,0.0,88.94,82.94,717.83,1.9,128.70321494195724,1328.8194851973035,1
412,27.26,56.41,13.75,2.23,53.95,15.01,46.38,0.61,16.594095703474167,38.00536840583266,0
413,25.96,67.36,17.84,1.45,72.02,15.66,6.9,1.66,4.692899022801303,23.287094435866532,0
414,27.9,27.0,2.2,0.0,94.6,212.1,680.9,9.5,238.48225240473928,13760.912645475142,1
415,24.0,78.22,6.02,0.0,89.59,63.51,405.49,10.01,91.27863645627497,4666.539450345487,1
416,8.24,46.82,6.08,0.0,89.91,3.0,860.6,13.85,5.948162654072112,257.02627416379363,1
417,19.87,61.02,15.04,1.48,53.18,11.37,6.9,1.95,4.441783439490447,25.635833674141843,0
418,7.57,69.2,4.79,0.19,90.36,115.38,430.86,8.99,138.22309379822326,6840.007639088312,1
419,27.02,43.59,11.05,4.08,76.23,6.82,6.9,0.0,3.9296868475991653,0.0,0
420,27.62,71.97,19.95,5.05,82.1,14.58,129.12,0.44,22.74046747599203,39.76596404902238,1
421,29.31,76.19,9.1,2.48,72.02,6.13,6.9,1.67,3.8062542182227217,18.29644864568087,0
422,20.05,62.4,13.83,1.64,72.12,0.7,6.9,2.14,1.1167630057803468,5.513344044507551,0
423,10.92,32.98,0.4,0.04,88.28,172.39,860.6,8.16,229.73320790507717,11309.721228243805,1
424,21.02,95.37,12.33,0.0,52.31,0.7,243.21,0.89,1.3899983670803393,2.9689290079171697,0
425,24.35,28.09,7.52,0.0,92.83,70.32,174.69,3.97,70.09729692715912,1355.1527182224117,1
426,17.0,60.22,6.86,0.16,86.62,3.0,524.32,3.06,5.915384904666992,56.41781025411596,1
427,38.85,46.72,21.34,4.06,57.45,15.08,161.52,0.98,24.452581066158015,96.49391417950984,0
428,21.62,54.06,17.42,0.58,65.16,0.7,11.89,2.14,1.220381231671554,6.122154734796691,0
429,39.0,98.47,21.58,5.04,57.26,16.22,77.8,0.17,21.325154203633286,14.241766451635037,0
430,35.69,62.89,13.48,1.15,54.72,29.39,13.52,1.62,9.135072130582216,49.88851663347885,0
431,41.07,77.55,9.63,0.96,89.88,141.26,572.74,8.46,174.76212595448703,8490.218587258923,1
432,16.61,73.3,15.31,0.0,75.51,40.0,6.9,1.44,5.163704396632367,22.614314640603588,0
433,33.0,57.0,16.0,0.0,87.5,15.7,37.6,6.7,15.36291476903058,381.12503762455907,1
434,32.39,69.97,9.38,5.36,54.93,12.31,66.25,0.87,16.81087348621489,55.04125951406484,0
435,33.47,45.69,4.62,0.14,89.37,101.87,7.9,9.6,6.129852423117206,184.59695319805434,1
436,5.76,61.58,16.86,1.1,91.49,21.96,514.57,14.37,39.68587353152932,2506.1024704649467,1
437,20.53,61.26,6.85,0.35,91.95,109.11,466.65,12.31,137.7183122020489,9325.653227355251,1
438,14.43,33.91,5.99,0.0,94.37,84.62,535.86,17.25,121.33761442849305,11253.518987906615,1
439,38.98,53.44,8.9,2.08,63.54,3.36,6.9,2.57,3.030588235294118,21.51544507214965,0
440,30.24,66.82,14.34,0.18,96.2,139.13,677.65,14.54,183.87858212048076,15494.673570507144,1
441,29.1,33.54,3.7,0.12,88.23,10.47,446.81,6.69,19.78117995285263,512.8734350066567,1
442,32.33,63.35,11.65,2.04,71.62,0.7,174.75,2.37,1.3861189801699711,7.8799835292412705,0
443,35.16,73.12,15.89,1.26,53.37,8.78,187.18,1.82,15.716926313776119,106.3515269742897,0
444,23.78,54.62,5.63,0.0,86.09,3.17,189.41,13.21,6.085384751817975,251.83927626153823,1
445,18.38,74.8,11.09,0.02,84.32,14.39,629.5,5.12,27.224178218565687,572.2551053195025,1
446,18.83,79.84,15.67,7.64,47.96,0.7,6.9,1.36,1.1167630057803468,3.5038074301543314,0
447,18.28,56.57,2.62,0.45,85.44,45.94,402.32,9.9,71.47584275963418,3457.939927525505,1
448,31.03,40.84,4.99,0.36,92.84,187.64,7.9,10.82,6.2153291404612165,211.4852567163536,1
449,12.68,37.93,7.06,0.07,87.55,106.93,7.9,12.8,6.138592061040967,246.54357688153118,1
450,39.65,21.78,10.38,0.95,90.72,147.63,302.01,10.73,132.8765694360625,7792.420762445727,1
451,17.36,35.16,6.65,0.0,93.8,3.0,274.71,13.83,5.840544275539493,251.18245058215416,1
452,20.34,65.0,7.78,0.0,89.96,155.45,350.92,3.72,147.52452927137634,3056.5259847442917,1
453,29.15,62.1,7.18,1.0,94.26,195.89,43.29,7.91,31.819285010740785,1062.8127697063744,1
454,15.77,43.91,0.4,0.0,86.72,154.32,406.63,14.04,158.3764915513042,12544.18076833098,1
455,30.33,69.11,11.78,0.0,69.24,31.32,104.25,1.82,35.77222678718159,280.79258709850086,0
456,29.54,85.97,0.4,0.57,88.5,108.51,7.9,16.59,6.14115877137996,319.70131870300344,1
457,41.21,49.5,3.26,0.48,91.61,40.66,112.56,6.95,42.73086783997012,1322.5956177843557,1
458,16.2,49.11,0.4,0.25,88.29,67.24,300.5,10.97,86.23824157063594,4782.400398870833,1
459,30.92,50.45,3.83,0.44,92.81,78.0,305.13,9.69,95.17581428828504,4745.906265872522,1
460,21.72,76.66,8.42,0.0,85.64,3.0,7.9,11.02,3.0779220779220786,93.96026825161833,1
461,17.33,27.38,10.18,0.41,93.21,59.12,365.05,11.7,84.16400896948426,4956.137973381314,1
462,23.68,55.32,0.96,0.27,92.07,79.41,87.41,11.18,48.55109098221624,2473.718564899172,1
463,33.85,58.44,19.16,0.6,70.34,0.7,201.62,0.56,1.3879529920833944,1.8648455902279455,0
464,29.2,68.34,18.86,2.52,33.19,2.27,120.95,3.0,4.33652912142152,38.33886533781443,1
465,19.8,51.93,11.42,0.0,90.73,130.42,38.72,3.93,27.68792609041314,448.0968086377888,1
466,8.24,51.29,9.5,2.09,48.25,9.94,132.96,0.8,16.749539319434763,50.39473760602625,0
467,29.32,41.82,9.57,1.06,90.57,145.97,529.06,12.43,172.76998652102665,12306.711050584676,1
468,18.55,30.52,0.4,0.0,90.8,190.02,437.82,17.04,182.27032633343194,17971.48138035193,1
469,20.2,37.0,2.7,0.0,91.4,37.9,673.8,5.2,66.45506473228808,1666.654560778163,1
470,27.89,50.83,4.85,0.24,88.41,89.93,194.84,11.25,83.50451526813053,4721.467368557908,1
471,36.81,43.11,10.85,0.15,86.08,149.65,331.15,3.42,140.531275034561,2653.4655804276917,1
472,24.6,22.0,4.5,0.0,94.8,108.3,647.1,17.0,152.70671678378818,14549.03121140616,1
473,12.93,59.42,14.51,0.64,42.21,13.92,127.02,1.42,21.852903225806454,122.44368577330161,0
474,37.38,93.28,16.77,0.0,52.34,8.05,106.67,1.09,13.544595607082302,53.436496170198545,0
475,39.0,70.47,15.77,1.05,82.1,18.75,6.9,0.69,4.811715481171548,9.969533119014175,0
476,28.81,50.03,26.13,0.48,57.6,0.7,6.9,0.08,1.1167630057803468,0.206106319420843,0
477,26.73,85.52,15.28,0.14,54.35,4.13,72.35,0.99,7.2284366495312975,23.12619592039691,0
478,33.06,61.64,15.19,0.0,57.99,25.58,6.9,1.71,4.982413549752999,25.745071934415208,0
479,20.44,38.37,9.42,0.77,92.72,232.92,415.58,5.79,194.00507796528643,6573.254785493668,1
480,28.91,62.82,20.43,0.37,80.58,10.38,6.9,2.2,4.36054794520548,28.299086436636173,0
481,9.82,15.0,5.82,0.05,86.35,38.07,790.52,1.9,67.95814902421262,625.2625148886225,1
482,20.39,24.46,8.58,0.26,94.18,110.55,307.79,7.09,116.49511524997219,4408.242367615785,1
483,22.69,59.25,15.22,0.0,82.1,17.89,28.28,1.97,13.860124648996646,99.23932283256576,1
484,26.67,66.89,10.56,3.55,73.2,0.7,86.98,1.14,1.3723881438070549,3.746087759343154,0
485,21.83,51.49,2.52,1.07,87.58,63.92,338.35,13.34,86.83060122453078,5862.793576652794,1
486,21.05,61.87,19.87,1.82,67.08,0.7,99.93,2.21,1.375904799370574,7.2841249721704,0
487,38.44,51.76,29.0,3.53,67.32,13.84,233.08,2.86,24.10211595935445,276.8463610009956,0
488,23.05,81.47,7.72,0.41,87.29,126.75,400.04,5.37,141.4535056457181,4198.702089961194,1
489,32.39,72.87,18.45,0.0,68.34,2.66,6.9,1.25,2.709077490774908,9.167086922453201,0
490,18.92,57.43,3.59,0.02,93.1,24.67,860.6,4.46,46.04050201946275,926.8783173223669,1
491,28.37,56.68,9.12,0.42,93.71,86.59,74.88,14.61,44.50830910744624,2917.334699350557,1
492,16.16,43.54,11.51,0.1,88.53,145.73,642.83,12.6,186.02820002879403,13612.791892124567,1
493,28.07,49.42,0.4,0.52,96.2,36.33,718.46,12.01,64.50546297039979,3716.377113933829,1
494,24.88,81.94,15.29,2.49,82.1,18.39,95.62,2.01,24.837766870299095,201.59641904334222,1
495,30.8,75.48,0.67,0.92,93.07,146.02,306.04,9.22,133.1802315635757,6713.88461022735,1
496,20.73,42.84,7.95,0.8,96.2,215.68,244.98,2.15,134.75805656864495,1587.521207111661,1
497,15.9,35.0,4.0,0.0,89.2,27.9,70.8,6.3,28.108431163287086,731.2190278842564,1
498,23.22,25.49,9.59,0.1,94.37,3.0,727.91,10.47,5.93880964360017,193.94011670706442,1
499,31.0,55.0,16.0,0.1,79.9,4.5,16.0,2.5,5.28440366972477,40.3465687997558,0
500,24.34,90.41,16.82,2.16,66.64,19.93,41.65,1.05,18.14888220825362,72.71444688726743,0
501,32.79,60.46,14.7,0.0,74.66,21.2,81.29,1.14,25.666065976617766,118.8528560908821,0
502,26.76,27.7,3.71,0.1,91.08,95.31,413.92,11.04,120.97828164889334,7177.080474111142,1
503,29.91,58.92,8.28,0.0,82.1,15.71,165.22,0.72,25.385522384410375,74.09733675398743,1
504,19.43,66.0,18.16,1.86,82.1,0.7,6.9,0.17,1.1167630057803468,0.4379759287692914,1
505,27.9,33.0,2.2,0.0,92.1,207.0,672.6,8.2,233.97731283085457,11613.426527920721,1
506,33.13,78.25,12.53,2.65,72.46,16.68,6.9,2.96,4.736296296296297,41.97764571110014,0
507,22.2,29.0,5.4,0.0,92.3,85.3,488.0,14.7,118.72057040998216,9346.264220498688,1
508,16.35,70.61,17.74,5.16,25.3,11.31,156.39,0.3,19.156536430834212,22.14395101944178,0
509,18.7,50.0,2.2,0.0,92.1,99.0,745.3,9.6,148.63960515713134,7958.237863083206,1
510,5.1,61.0,8.0,0.0,84.0,27.8,354.6,5.3,46.48846970054233,1114.1095270403246,1
511,39.0,54.59,15.79,4.14,64.5,0.7,207.53,2.47,1.3882931957186544,8.22768112535755,0
512,29.3,27.0,3.6,0.0,88.9,263.1,795.9,5.2,288.10413785987,9415.353487633665,1
513,39.0,68.52,5.84,0.0,40.63,28.19,44.18,2.3,21.724899917142736,196.95366129205985,0
514,17.46,31.64,13.34,0.18,86.02,174.7,599.24,11.03,202.10084653326768,13141.256096057363,1
515,33.16,69.34,11.03,5.97,52.07,18.8,80.0,1.55,23.685039370078744,146.9789680745196,0
516,23.2,53.83,0.4,0.0,89.18,12.56,564.78,1.9,23.796963333221512,181.1732384754388,1
